ID,Wind speed in km/h,Water temperature in degrees Celsius,Waterfowl population,Wave Action,Turbidity of water (NTUs)
9976,11,15,14,Low,NA
9977,11,12,NA,Low,NA
9978,11,12,NA,Low,NA
9979,11,11,20,Moderate,NA
9980,9,11,30,Low,0.5
9981,9,13,50,Low,1.67
9982,9,12,NA,Moderate,NA
9983,9,12,4,Low,NA
9984,9,12,NA,Low,NA
9985,9,13,3,Low,NA
9986,9,14,62,Low,NA
9987,9,10,5,Low,NA
9988,9,9,17,Low,NA
9989,9,9,NA,Low,5
9990,14,7,12,Low,0.81
9991,14,12,30,Low,2.05
9992,14,14,NA,Low,NA
9993,14,14,1,Low,NA
9994,14,15,7,Low,NA
9995,14,15,NA,Low,NA
9996,14,16,21,Low,NA
9997,14,12,2,Low,NA
9998,14,12,17,Low,NA
9999,14,10,1,Low,NA
10000,NA,11,8,Low,0.68
10001,NA,15,52,Low,2.31
10002,NA,15,2,NA,NA
10003,NA,13,3,NA,NA
10004,NA,14,11,NA,NA
10005,NA,16,6,NA,NA
10006,NA,17,12,NA,NA
10007,NA,12,15,Low,NA
10008,NA,12,70,Low,NA
10009,NA,11,54,Low,NA
10010,9,14,15,Low,0.51
10011,9,16,40,Low,2.05
10012,9,14,123,Low,NA
10013,9,14,65,Low,NA
10014,9,14,NA,Low,NA
10015,9,15,3,Low,NA
10016,9,16,47,Low,NA
10017,9,14,35,Low,NA
10018,9,13,20,Low,NA
10019,9,14,10,Low,NA
10020,11,18,40,Low,20.7
10021,11,18,55,Low,7.26
10022,11,14,NA,Low,NA
10023,11,14,NA,Moderate,NA
10024,11,14,NA,Low,NA
10025,11,12,NA,Low,NA
10026,11,11,78,Low,NA
10027,11,16,NA,Low,NA
10028,11,16,14,Low,NA
10029,11,17,10,Moderate,NA
10030,9,24,2,Low,2.52
10031,9,19,200,Low,1.48
10032,9,16,NA,Low,NA
10033,9,17,19,Moderate,NA
10034,9,17,6,Low,NA
10035,9,18,4,Low,NA
10036,9,20,33,Low,NA
10037,9,21,3,Low,NA
10038,9,21,NA,Low,NA
10039,9,18,5,Moderate,NA
10040,4,24,4,Low,1.34
10041,4,20,160,Low,0.91
10042,4,18,3,Low,NA
10043,4,17,NA,Low,NA
10044,4,18,6,Low,NA
10045,NA,12,NA,Low,0.58
10046,NA,13,80,Low,1.7
10047,NA,13,NA,NA,NA
10048,NA,13,NA,Low,NA
10049,NA,13,4,Low,NA
10050,NA,14,NA,Low,NA
10051,NA,12,6,NA,NA
10052,NA,12,1,Low,NA
10053,NA,12,5,Low,NA
10054,NA,12,7,Low,NA
10055,13,10,5,Low,0.51
10056,13,10,20,Low,0.77
10057,13,12,3,Low,NA
10058,13,12,NA,Low,NA
10059,13,12,17,Low,NA
10060,13,12,NA,Low,NA
10061,13,16,21,Low,NA
10062,13,10,5,Low,NA
10063,13,10,15,Low,NA
10064,13,8,20,Moderate,NA
10065,22,10,8,Moderate,1.07
10066,22,14,50,Low,3.47
10067,22,8,1,Low,NA
10068,22,12,NA,Moderate,NA
10069,22,13,NA,Moderate,NA
10070,22,14,1,Low,NA
10071,22,15,61,Low,NA
10072,22,8,NA,Low,NA
10073,22,8,11,Low,NA
10074,22,6,NA,Moderate,NA
10075,8,NA,NA,None,NA
10076,8,7,35,Low,2.63
10077,8,13,NA,Low,NA
10078,8,12,NA,Moderate,NA
10079,8,13,NA,Low,NA
10080,8,13,NA,Low,NA
10081,8,14,NA,Low,NA
10082,8,9,10,Low,NA
10083,8,9,25,Low,NA
10084,8,8,6,Low,NA
10085,4,20,8,Low,3.65
10086,4,18,50,Low,1.85
10087,4,14,NA,Low,NA
10088,4,14,2,Low,NA
10089,4,14,NA,Low,NA
10090,4,15,21,Low,NA
10091,4,16,12,Low,NA
10092,4,13,2,Low,NA
10093,4,13,30,Low,NA
10094,4,16,50,Low,NA
10095,NA,16,30,Low,1.76
10096,NA,18,55,Low,1.33
10097,NA,11,2,Low,NA
10098,NA,11,14,Low,NA
10099,NA,12,11,Low,NA
10100,NA,13,30,Low,NA
10101,NA,13,30,Low,NA
10102,NA,16,5,Low,NA
10103,NA,16,20,Low,NA
10104,NA,18,6,Low,NA
10105,18,18,17,Moderate,2.33
10106,18,18,45,Low,2.04
10107,18,16,NA,Low,NA
10108,18,17,NA,Moderate,NA
10109,18,17,NA,Low,NA
10110,18,18,NA,Low,NA
10111,18,18,42,Low,NA
10112,18,17,2,Moderate,NA
10113,18,17,7,Moderate,NA
10114,18,20,20,High,NA
10115,4,18,62,Low,NA
10116,4,18,62,Low,NA
10117,4,21,7,Low,NA
10118,4,21,12,Low,NA
10119,4,21,NA,Low,NA
10120,8,25,10,Low,1.34
10121,8,22,150,Low,0.85
10122,8,20,NA,Low,NA
10123,8,20,2,Low,NA
10124,8,21,NA,Low,NA
10125,8,21,8,Low,NA
10126,8,22,78,Low,NA
10127,8,21,NA,Low,NA
10128,8,21,23,Low,NA
10129,8,21,1200,Low,NA
10130,15,18,4,Low,3.24
10131,15,17,100,Low,1.34
10132,15,20,NA,Low,NA
10133,15,21,1,Low,NA
10134,15,21,9,Low,NA
10135,15,20,NA,NA,NA
10136,15,21,67,Low,NA
10137,15,20,27,Low,NA
10138,15,20,7,Low,NA
10139,15,17,NA,Moderate,NA
10140,21,20,17,Low,1.67
10141,21,20,50,Low,1
10142,21,16,2,Low,NA
10143,21,17,17,Low,NA
10144,21,17,4,Low,NA
10145,21,19,NA,Low,NA
10146,21,18,16,Low,NA
10147,21,21,5,Low,NA
10148,21,21,10,Low,NA
10149,21,18,NA,Low,NA
10150,8,21,45,Low,0.72
10151,8,20,7,Low,1.1
10152,8,10,29,Low,2.22
10153,8,12,45,Low,1.6
10154,8,15,2,Moderate,NA
10155,8,14,NA,Low,NA
10156,8,13,2,Low,NA
10157,8,14,NA,Low,NA
10158,8,16,6,Low,NA
10159,8,6,3,Low,NA
10160,8,6,5,Low,NA
10161,8,8,NA,Moderate,NA
10162,11,11,12,Low,1.21
10163,11,16,49,Low,5.58
10164,11,17,NA,Moderate,NA
10165,11,13,NA,Low,NA
10166,11,15,NA,Low,NA
10167,11,16,NA,Low,NA
10168,11,16,NA,Low,NA
10169,11,10,1,Low,NA
10170,11,10,3,Low,NA
10171,11,11,NA,High,NA
10172,5,NA,NA,None,NA
10173,5,14,40,Low,3.62
10174,5,13,11,Low,NA
10175,5,11,2,Low,NA
10176,5,13,5,Low,NA
10177,5,13,2,Low,NA
10178,5,14,13,Low,NA
10179,5,9,1,Low,NA
10180,5,9,3,Low,NA
10181,5,9,5,Low,NA
10182,24,19,5,Low,1.34
10183,24,17,40,Low,1.94
10184,24,12,1,Low,NA
10185,24,13,NA,Low,NA
10186,24,11,NA,Low,NA
10187,24,11,NA,Low,NA
10188,24,12,25,Low,NA
10189,24,16,18,Low,NA
10190,24,16,2,Low,NA
10191,24,15,NA,Low,NA
10192,32,NA,NA,None,NA
10193,32,20,100,Moderate,0.62
10194,32,16,NA,Moderate,NA
10195,32,15,NA,High,NA
10196,32,15,NA,High,NA
10197,32,15,2,High,NA
10198,32,16,60,Moderate,NA
10199,32,14,NA,High,NA
10200,32,14,NA,High,NA
10201,32,16,NA,High,NA
10202,17,20,25,Moderate,3.29
10203,17,20,60,Low,1.24
10204,17,19,2,Low,NA
10205,17,20,NA,High,NA
10206,17,20,3,Low,NA
10207,17,20,NA,Low,NA
10208,17,20,72,Low,NA
10209,17,20,NA,High,NA
10210,17,20,2,High,NA
10211,17,17,NA,High,NA
10212,8,19,NA,Low,NA
10213,8,19,10,Low,NA
10214,8,20,9,Low,NA
10215,8,21,3,Low,NA
10216,8,22,19,Low,NA
10217,8,21,5,Low,NA
10218,8,21,3,Low,NA
10219,8,20,3,Low,NA
10220,9,21,11,Low,1.06
10221,9,18,49,Low,1.06
10222,9,21,6,Moderate,NA
10223,9,22,19,Moderate,NA
10224,9,22,7,Moderate,NA
10225,9,23,2,Moderate,NA
10226,9,24,23,Moderate,NA
10227,9,20,2,Low,NA
10228,9,20,7,Low,NA
10229,9,23,85,Low,NA
10230,5,19,13,Low,3.88
10231,5,20,51,Low,2.23
10232,5,22,2,Low,NA
10233,5,21,9,Low,NA
10234,5,21,17,Low,NA
10235,5,22,1,Low,NA
10236,5,22,8,Low,NA
10237,5,20,5,Low,NA
10238,5,20,3,Low,NA
10239,5,19,NA,Low,NA
10240,35,NA,NA,None,NA
10241,35,20,51,High,6.9
10242,35,NA,NA,None,NA
10243,35,19,NA,High,NA
10244,35,19,NA,High,NA
10245,35,20,NA,High,NA
10246,35,21,NA,High,NA
10247,35,14,7,Low,NA
10248,35,13,2,Moderate,NA
10249,35,12,NA,High,NA
10250,5,10,7,Low,0.68
10251,5,14,15,Low,1.41
10252,5,12,NA,Low,NA
10253,5,14,6,Low,NA
10254,5,14,NA,Low,NA
10255,5,14,NA,Low,NA
10256,5,16,62,Low,NA
10257,5,8,3,Low,NA
10258,5,8,5,Low,NA
10259,5,6,49,Low,NA
10260,4,15,4,Low,1.6
10261,4,14,30,Low,1.92
10262,4,16,2,Low,NA
10263,4,15,8,Low,NA
10264,4,15,9,Low,NA
10265,4,15,NA,Low,NA
10266,4,15,46,Low,NA
10267,4,11,5,Low,NA
10268,4,11,7,Low,NA
10269,4,11,23,Low,NA
10270,18,NA,NA,None,NA
10271,18,13,42,High,45.6
10272,18,14,NA,High,NA
10273,18,11,NA,High,NA
10274,18,10,NA,Moderate,NA
10275,18,NA,NA,Moderate,NA
10276,18,12,4,Moderate,NA
10277,18,10,NA,Moderate,NA
10278,18,10,3,Moderate,NA
10279,18,9,2,Moderate,NA
10280,41,10,35,Moderate,0.53
10281,41,10,55,Moderate,0.79
10282,41,10,2,Low,NA
10283,41,12,NA,Low,NA
10284,41,12,NA,Low,NA
10285,41,12,2,Low,NA
10286,41,14,42,Low,NA
10287,41,6,7,Low,NA
10288,41,4,15,Low,NA
10289,41,8,2,Low,NA
10290,5,6,26,Low,0.78
10291,5,7,45,Low,1.59
10292,5,12,NA,Low,NA
10293,5,13,1,Low,NA
10294,5,12,NA,Low,NA
10295,5,13,NA,Low,NA
10296,5,14,11,Low,NA
10297,5,6,NA,Low,NA
10298,5,6,8,Low,NA
10299,5,6,NA,Low,NA
10300,13,14,17,Low,2.05
10301,13,15,12,Low,2.47
10302,13,15,NA,Low,NA
10303,13,16,2,Low,NA
10304,13,15,3,Low,NA
10305,13,14,NA,Low,NA
10306,13,14,78,Low,NA
10307,13,14,NA,Low,NA
10308,13,14,NA,Low,NA
10309,13,16,6,Low,NA
10310,8,18,3,Low,0.81
10311,8,21,50,Low,2.36
10312,8,16,7,Low,NA
10313,8,16,NA,Low,NA
10314,8,17,3,Low,NA
10315,8,17,18,Low,NA
10316,8,18,18,Low,NA
10317,8,13,10,Low,NA
10318,8,13,20,Low,NA
10319,8,18,100,Low,NA
10320,5,19,5,Low,0.62
10321,5,20,125,Low,1.51
10322,5,17,4,Low,NA
10323,5,19,NA,Low,NA
10324,5,19,1,Low,NA
10325,5,18,1,Low,NA
10326,5,20,29,Low,NA
10327,5,17,NA,Low,NA
10328,5,17,3,Low,NA
10329,5,18,NA,Low,NA
10330,8,20,10,Moderate,2.63
10331,8,19,67,Moderate,2.39
10332,8,16,NA,Low,NA
10333,8,16,NA,Moderate,NA
10334,8,17,4,Low,NA
10335,8,17,3,Low,NA
10336,8,18,62,Low,NA
10337,8,20,5,Moderate,NA
10338,8,21,7,Moderate,NA
10339,8,20,NA,High,NA
10340,9,13,10,Low,1.52
10341,9,12,59,Low,1.49
10342,9,14,1,Low,NA
10343,9,16,4,Low,NA
10344,9,17,7,Low,NA
10345,9,17,1,Low,NA
10346,9,21,36,Low,NA
10347,9,7,1,Low,NA
10348,9,7,16,Low,NA
10349,9,9,NA,Low,NA
10350,5,9,3,Low,1.46
10351,5,14,94,Low,1.78
10352,5,6,5,Low,NA
10353,5,16,1,Low,NA
10354,5,16,3,Low,NA
10355,5,17,6,Low,NA
10356,5,21,2,Low,NA
10357,5,7,1,Low,NA
10358,5,7,3,Low,NA
10359,5,6,NA,Low,NA
10360,NA,11,12,Low,0.91
10361,NA,17,94,Low,1.52
10362,NA,14,16,Low,NA
10363,NA,15,1,Low,NA
10364,NA,15,3,Low,NA
10365,NA,16,NA,Low,NA
10366,NA,16,38,Low,NA
10367,NA,8,5,Low,NA
10368,NA,8,28,Low,NA
10369,NA,12,37,Low,NA
10370,5,11,17,Moderate,1.34
10371,5,12,52,Moderate,1.72
10372,5,13,2,Low,NA
10373,5,13,NA,Moderate,NA
10374,5,14,7,Low,NA
10375,5,14,NA,Low,NA
10376,5,14,12,Low,NA
10377,5,10,NA,Low,NA
10378,5,10,13,Low,NA
10379,5,11,13,Low,NA
10380,4,14,12,Low,1.09
10381,4,14,35,Low,1.94
10382,4,14,4,Low,NA
10383,4,15,NA,Low,NA
10384,4,15,2,Low,NA
10385,4,16,NA,Low,NA
10386,4,17,89,Low,NA
10387,4,13,2,Low,NA
10388,4,13,9,Low,NA
10389,4,12,5,Moderate,NA
10390,4,18,4,Low,1.39
10391,4,17,50,Low,1.89
10392,4,13,NA,Low,NA
10393,4,13,11,Low,NA
10394,4,14,3,Low,NA
10395,4,14,17,Low,NA
10396,4,16,46,Low,NA
10397,4,16,23,Low,NA
10398,4,15,12,Low,NA
10399,4,10,NA,Low,NA
10400,4,18,2,Low,1.27
10401,4,19,46,Low,1.62
10402,4,12,NA,Low,NA
10403,4,15,25,Low,NA
10404,4,13,NA,Low,NA
10405,4,14,NA,Low,NA
10406,4,15,70,Low,NA
10407,4,17,3,Low,NA
10408,4,17,21,Low,NA
10409,4,18,NA,Low,NA
10410,NA,17,NA,Low,1.39
10411,NA,18,100,Low,2.35
10412,NA,15,NA,Low,NA
10413,NA,17,NA,Low,NA
10414,NA,17,1,Low,NA
10415,NA,18,NA,Low,NA
10416,NA,18,NA,Low,NA
10417,NA,16,5,Low,NA
10418,NA,16,3,Low,NA
10419,NA,20,NA,Low,NA
10420,13,21,20,Moderate,15.2
10421,13,20,40,Low,4.53
10422,13,20,NA,High,NA
10423,13,21,NA,High,NA
10424,13,22,2,Moderate,NA
10425,13,22,NA,Moderate,NA
10426,13,24,38,Moderate,NA
10427,13,21,NA,Moderate,NA
10428,13,21,3,Moderate,NA
10429,13,22,NA,High,NA
10430,4,15,3,Low,0.98
10431,4,18,47,Low,2.76
10432,4,17,NA,Low,NA
10433,4,15,2,Low,NA
10434,4,12,4,Low,NA
10435,4,15,NA,Low,NA
10436,4,17,NA,Low,NA
10437,4,17,2,Low,NA
10438,4,17,17,Low,NA
10439,4,12,NA,Low,NA
10440,8,13,NA,Low,1.21
10441,8,15,250,Low,1.57
10442,8,11,3,Low,NA
10443,8,12,14,Low,NA
10444,8,13,6,Low,NA
10445,8,13,NA,Low,NA
10446,8,14,27,Low,NA
10447,8,14,2,Low,NA
10448,8,14,NA,Low,NA
10449,8,15,NA,Low,NA
10450,8,14,20,Low,1.11
10451,8,16,62,Low,1.41
10452,8,16,9,Low,NA
10453,8,17,3,Low,NA
10454,8,17,13,Low,NA
10455,8,17,NA,Low,NA
10456,8,16,26,Low,NA
10457,8,15,2,Low,NA
10458,8,15,26,Low,NA
10459,8,14,35,Low,NA
10460,5,11,10,Low,0.66
10461,5,14,55,Low,1.39
10462,5,18,2,Low,NA
10463,5,18,NA,Low,NA
10464,5,18,12,Low,NA
10465,5,19,3,Low,NA
10466,5,19,52,Low,NA
10467,5,18,7,Low,NA
10468,5,18,3,Low,NA
10469,5,14,NA,Low,NA
10470,3,18,1,Low,0.61
10471,3,17,200,Low,1.13
10472,3,18,NA,Low,NA
10473,3,19,NA,Low,NA
10474,3,20,7,Low,NA
10475,3,20,3,Low,NA
10476,3,23,36,Low,NA
10477,3,18,3,Low,NA
10478,3,18,10,Low,NA
10479,3,12,40,Low,NA
10480,46,12,30,High,1.91
10481,46,12,40,High,0.85
10482,46,12,NA,Low,NA
10483,46,12,NA,High,NA
10484,46,12,NA,Moderate,NA
10485,46,12,NA,Low,NA
10486,46,12,19,Low,NA
10487,46,7,NA,Moderate,NA
10488,46,7,NA,Moderate,NA
10489,46,9,NA,High,NA
10490,5,10,27,Low,0.52
10491,5,10,60,Low,5.03
10492,5,9,NA,Moderate,NA
10493,5,10,NA,Low,NA
10494,5,10,12,Low,NA
10495,5,12,6,Low,NA
10496,5,12,56,Low,NA
10497,5,6,2,Low,NA
10498,5,6,5,Low,NA
10499,5,8,13,Low,NA
10500,17,5,15,Low,0.64
10501,17,9,40,Low,2.76
10502,17,8,NA,Low,NA
10503,17,9,17,Low,NA
10504,17,10,NA,Low,NA
10505,17,10,NA,Low,NA
10506,17,15,32,Low,NA
10507,17,8,NA,Low,NA
10508,17,8,7,Low,NA
10509,17,10,80,Moderate,NA
10510,15,6,10,Low,0.64
10511,15,6,35,Low,1.47
10512,15,12,NA,Low,NA
10513,15,12,NA,None,NA
10514,15,12,NA,Low,NA
10515,15,13,NA,Low,NA
10516,15,14,41,Low,NA
10517,15,7,3,Low,NA
10518,15,7,NA,Low,NA
10519,15,8,42,Low,NA
10520,5,10,15,Low,1.59
10521,5,12,32,Low,2.54
10522,5,12,2,Low,NA
10523,5,10,17,Low,NA
10524,5,11,NA,Low,NA
10525,5,15,1,Low,NA
10526,5,14,3,Low,NA
10527,5,10,NA,Low,NA
10528,5,10,5,Low,NA
10529,5,10,NA,Low,NA
10530,9,17,4,Moderate,0.51
10531,9,19,70,Low,1.83
10532,9,13,NA,Low,NA
10533,9,14,3,Moderate,NA
10534,9,15,4,Moderate,NA
10535,9,16,16,Low,NA
10536,9,16,63,Low,NA
10537,9,14,8,Low,NA
10538,9,14,25,Low,NA
10539,9,14,NA,Moderate,NA
10540,18,15,17,Low,1.61
10541,18,16,45,Low,1.1
10542,18,16,23,Low,NA
10543,18,16,NA,Low,NA
10544,18,17,15,Low,NA
10545,18,17,NA,Low,NA
10546,18,16,12,Low,NA
10547,18,16,NA,Moderate,NA
10548,18,16,NA,Moderate,NA
10549,18,18,17,High,NA
10550,9,19,7,Low,2.61
10551,9,18,180,Low,0.72
10552,9,18,NA,Low,NA
10553,9,18,NA,Low,NA
10554,9,18,4,Low,NA
10555,9,18,NA,Low,NA
10556,9,18,37,Low,NA
10557,9,18,NA,Low,NA
10558,9,18,NA,Low,NA
10559,9,20,NA,Low,NA
10560,5,22,1,Low,0.77
10561,5,21,90,Low,1.18
10562,5,20,3,Low,NA
10563,5,20,NA,Low,NA
10564,5,20,11,Low,NA
10565,5,20,3,Low,NA
10566,5,20,21,Low,NA
10567,5,20,NA,Low,NA
10568,5,20,17,Low,NA
10569,5,20,3,Low,NA
10570,8,15,15,Low,3.1
10571,8,15,61,Low,2.77
10572,8,17,9,Moderate,NA
10573,8,18,NA,High,NA
10574,8,19,6,Moderate,NA
10575,8,18,1,Moderate,NA
10576,8,19,167,Low,NA
10577,8,20,10,Low,NA
10578,8,20,64,Low,NA
10579,8,18,NA,Moderate,NA
10580,4,15,10,Moderate,1.45
10581,4,16,150,Moderate,0.91
10582,4,18,3,Low,NA
10583,4,19,NA,Moderate,NA
10584,4,19,16,Low,NA
10585,4,19,NA,Low,NA
10586,4,19,6,Low,NA
10587,4,17,NA,Moderate,NA
10588,4,17,NA,Moderate,NA
10589,4,12,74,Moderate,NA
10590,8,15,10,Low,2.83
10591,8,16,79,Low,0.93
10592,8,19,4,Low,NA
10593,8,18,6,Low,NA
10594,8,18,2,Low,NA
10595,8,18,2,Low,NA
10596,8,16,221,Low,NA
10597,8,16,12,Moderate,NA
10598,8,16,32,Moderate,NA
10599,8,11,NA,Low,NA
10600,5,11,3,Low,0.89
10601,5,12,NA,Low,0.88
10602,5,11,4,Low,NA
10603,5,11,2,Low,NA
10604,5,11,1,Low,NA
10605,5,10,6,Low,NA
10606,5,11,30,Low,NA
10607,5,9,5,Low,NA
10608,5,9,3,Low,NA
10609,5,8,5,Low,NA
10610,5,13,NA,Low,0.5
10611,5,10,5,Low,1.27
10612,5,10,NA,Low,NA
10613,5,11,4,Low,NA
10614,5,11,2,Low,NA
10615,5,11,2,Low,NA
10616,5,12,38,Low,NA
10617,5,7,12,Low,NA
10618,5,8,25,Low,NA
10619,5,5,NA,Moderate,NA
10620,28,13,10,High,1.46
10621,28,14,2,Moderate,1.21
10622,28,16,2,Low,NA
10623,28,15,NA,Moderate,NA
10624,28,15,3,Low,NA
10625,28,16,7,Low,NA
10626,28,15,23,Low,NA
10627,28,11,2,Moderate,NA
10628,28,12,25,Moderate,NA
10629,28,NA,NA,High,NA
10630,5,14,7,Moderate,1.11
10631,5,13,14,Low,4.13
10632,5,12,25,Moderate,NA
10633,5,12,5,Moderate,NA
10634,5,12,7,Low,NA
10635,5,12,12,Moderate,NA
10636,5,12,51,Moderate,NA
10637,5,8,15,Low,NA
10638,5,8,8,Low,NA
10639,5,10,22,Moderate,NA
10640,18,10,NA,Low,1.05
10641,18,11,4,Moderate,0.76
10642,18,11,9,Low,NA
10643,18,12,2,Low,NA
10644,18,12,14,Low,NA
10645,18,12,NA,Low,NA
10646,18,14,17,Low,NA
10647,18,8,NA,Low,NA
10648,18,8,NA,Low,NA
10649,18,9,12,Low,NA
10650,11,17,2,Low,4.09
10651,11,16,12,Low,1.1
10652,11,15,2,Low,NA
10653,11,15,NA,Low,NA
10654,11,15,2,Low,NA
10655,11,15,3,Low,NA
10656,11,16,6,Low,NA
10657,11,14,2,Low,NA
10658,11,14,NA,Low,NA
10659,11,16,10,Moderate,NA
10660,4,20,3,Low,1.49
10661,4,21,16,Low,8.41
10662,4,20,NA,Low,NA
10663,4,22,NA,Low,NA
10664,4,22,2,Low,NA
10665,4,22,NA,Low,NA
10666,4,22,21,Low,NA
10667,4,18,3,Low,NA
10668,4,18,6,Low,NA
10669,4,17,NA,Low,NA
10670,9,15,10,Low,0.66
10671,9,14,7,Low,0.35
10672,9,8,1,Low,NA
10673,9,10,2,Low,NA
10674,9,10,11,Low,NA
10675,9,8,NA,Low,NA
10676,9,14,23,Low,NA
10677,9,10,4,Low,NA
10678,9,10,22,Low,NA
10679,9,12,NA,Low,NA
10680,5,15,2,Low,2.85
10681,5,51,15,Low,0.57
10682,5,14,35,NA,NA
10683,5,13,15,NA,NA
10684,5,12,4,NA,NA
10685,5,13,21,NA,NA
10686,5,13,15,NA,NA
10687,5,13,NA,Low,NA
10688,5,13,3,Low,NA
10689,5,16,NA,NA,NA
10690,4,18,NA,Low,0.75
10691,4,21,5,Low,0.99
10692,4,20,NA,Low,NA
10693,4,18,11,Low,NA
10694,4,18,NA,Low,NA
10695,4,19,NA,Low,NA
10696,4,18,5,Low,NA
10697,4,17,12,Low,NA
10698,4,17,4,Low,NA
10699,4,17,NA,Low,NA
10700,20,10,2,Low,0.65
10701,20,11,NA,Low,0.94
10702,20,12,9,Low,NA
10703,20,9,3,Low,NA
10704,20,10,7,Low,NA
10705,20,11,1,Low,NA
10706,20,11,5,Low,NA
10707,20,8,2,Low,NA
10708,20,8,NA,Low,NA
10709,20,8,51,Low,NA
10710,5,12,NA,Low,1.57
10711,5,12,10,Low,1.44
10712,5,12,3,Low,NA
10713,5,11,1,Low,NA
10714,5,11,8,Low,NA
10715,5,12,1,Low,NA
10716,5,13,29,Low,NA
10717,5,6,2,Low,NA
10718,5,7,NA,Low,NA
10719,5,4,11,Low,NA
10720,17,12,NA,Low,0.87
10721,17,13,5,Low,2.04
10722,17,10,4,Low,NA
10723,17,12,3,Low,NA
10724,17,14,7,Low,NA
10725,17,12,6,NA,NA
10726,17,13,25,Low,NA
10727,17,4,3,Low,NA
10728,17,4,7,Low,NA
10729,17,6,NA,Low,NA
10730,30,14,25,Moderate,1.08
10731,30,11,20,Low,1.85
10732,30,11,2,Low,NA
10733,30,12,NA,Moderate,NA
10734,30,11,3,Low,NA
10735,30,11,NA,Low,NA
10736,30,10,50,Low,NA
10737,30,14,2,Moderate,NA
10738,30,16,11,Moderate,NA
10739,30,11,5,Low,NA
10740,26,14,5,Moderate,1.72
10741,26,15,3,Moderate,1.68
10742,26,16,3,Low,NA
10743,26,17,2,Moderate,NA
10744,26,18,5,Moderate,NA
10745,26,17,NA,Moderate,NA
10746,26,12,52,Low,NA
10747,26,13,NA,Moderate,NA
10748,26,13,5,Moderate,NA
10749,26,12,NA,High,NA
10750,34,11,NA,Low,0.45
10751,34,12,1,Low,0.64
10752,34,10,NA,Low,NA
10753,34,8,NA,Low,NA
10754,34,8,3,Low,NA
10755,34,13,NA,Low,NA
10756,34,15,88,Low,NA
10757,34,7,5,Low,NA
10758,34,6,7,Low,NA
10759,34,9,32,Low,NA
10760,5,16,7,Low,0.86
10761,5,17,30,Low,1.12
10762,5,17,2,Low,NA
10763,5,16,3,Moderate,NA
10764,5,17,NA,Low,NA
10765,5,16,1,Low,NA
10766,5,20,6,Low,NA
10767,5,18,6,Low,NA
10768,5,18,5,Low,NA
10769,5,13,NA,Moderate,NA
10770,18,NA,NA,None,NA
10771,18,21,NA,Low,0.98
10772,18,20,22,Low,NA
10773,18,19,4,Low,NA
10774,18,21,20,Low,NA
10775,18,20,2,Low,NA
10776,18,22,NA,Low,NA
10777,18,19,4,Low,NA
10778,18,19,8,Low,NA
10779,18,17,7,Low,NA
10780,11,17,5,Low,1.51
10781,11,17,30,Low,0.47
10782,11,18,2,Low,NA
10783,11,18,3,Low,NA
10784,11,19,56,Low,NA
10785,11,19,12,Low,NA
10786,11,20,60,Low,NA
10787,11,16,25,Low,NA
10788,11,15,55,Low,NA
10789,11,17,NA,Low,NA
10790,4,22,NA,Low,0.65
10791,4,23,4,Low,1.08
10792,4,20,6,Low,NA
10793,4,22,NA,Low,NA
10794,4,22,1,Low,NA
10795,4,21,2,Low,NA
10796,4,22,26,Low,NA
10797,4,16,5,Low,NA
10798,4,16,3,Low,NA
10799,4,21,NA,Low,NA
10800,11,18,83,Low,0.77
10801,11,21,3,Low,1.17
10802,11,22,2,Low,NA
10803,11,22,NA,Low,NA
10804,11,24,3,Low,NA
10805,11,23,1,Low,NA
10806,8,8,17,Low,0.98
10807,8,11,100,Low,0.93
10808,8,9,2,Low,NA
10809,8,11,NA,Low,NA
10810,8,12,4,Low,NA
10811,8,15,2,Low,NA
10812,8,18,96,Low,NA
10813,8,7,2,Low,NA
10814,8,7,23,Low,NA
10815,8,3,200,Low,NA
10816,21,NA,NA,None,NA
10817,21,NA,NA,None,NA
10818,21,18,3,High,NA
10819,21,19,17,High,NA
10820,21,19,6,High,NA
10821,21,19,13,High,NA
10822,21,20,22,High,NA
10823,21,18,NA,Moderate,NA
10824,21,18,3,Moderate,NA
10825,21,15,NA,Moderate,NA
10826,5,10,12,Low,NA
10827,5,10,3,Low,2.13
10828,5,11,NA,Low,NA
10829,5,11,NA,Low,NA
10830,5,11,1,Low,NA
10831,5,11,NA,Low,NA
10832,5,12,4,Low,NA
10833,5,14,3,Low,NA
10834,5,14,5,Low,NA
10835,5,14,50,Moderate,NA
10836,NA,11,NA,Low,1.28
10837,NA,12,2,Low,1.79
10838,NA,10,3,Low,NA
10839,NA,11,1,Low,NA
10840,NA,11,2,Low,NA
10841,NA,10,NA,Low,NA
10842,NA,11,62,Low,NA
10843,NA,11,5,Low,NA
10844,NA,9,30,Low,NA
10845,NA,8,6,Low,NA
10846,18,NA,NA,None,NA
10847,18,17,30,Low,1.15
10848,18,18,2,Low,NA
10849,18,21,NA,Low,NA
10850,18,22,5,Low,NA
10851,18,21,NA,Low,NA
10852,18,21,16,Low,NA
10853,18,16,4,Low,NA
10854,18,16,NA,Low,NA
10855,18,18,5,Low,NA
10856,18,18,5,Low,8.35
10857,18,17,53,Low,0.95
10858,18,20,NA,Low,NA
10859,18,20,NA,Low,NA
10860,18,21,2,Low,NA
